YUG.cif
157	142	SI45	O102
157	153	SI45	O109
158	153	SI46	O109
158	155	SI46	O111
158	156	SI46	O112
159	164	O113	SI48
159	163	O113	SI47
160	163	O114	SI47
161	357	O115	SI107
161	163	O115	SI47
162	164	O116	SI48
163	126	SI47	O90
163	160	SI47	O114
163	159	SI47	O113
163	161	SI47	O115
164	122	SI48	O88
164	159	SI48	O113
164	162	SI48	O116
165	169	O117	SI49
165	204	O117	SI59
166	170	O118	SI50
166	169	O118	SI49
167	152	O119	SI44
167	169	O119	SI49
168	183	O120	SI53
168	169	O120	SI49
169	165	SI49	O117
169	167	SI49	O119
169	166	SI49	O118
169	168	SI49	O120
170	102	SI50	O74
170	148	SI50	O106
170	166	SI50	O118
170	129	SI50	O93
171	177	O121	SI51
171	198	O121	SI57
172	178	O122	SI52
172	177	O122	SI51
173	146	O123	SI42
173	177	O123	SI51
174	396	O124	SI119
174	177	O124	SI51
175	216	O125	SI64
175	178	O125	SI52
176	347	O126	SI104
176	178	O126	SI52
177	171	SI51	O121
177	173	SI51	O123
